ID,name,healthCardID,gender,birthDay,address,phone,vaccines
L250161470,戴家涵,000000000000,Male,2006/11/04,臺中市烏日區高鐵五路319號3樓,0960257135,
I205315216,詹宏瑩,000000000000,Male,1950/07/30,桃園市龜山區楓樹一街78號13樓,0953534275,
B228256728,明瑋翰,000000000000,Male,1950/12/27,彰化縣田中鎮中州路２段85號20樓,0958786362,
W222256849,桂淑和,000000000000,Male,1998/03/14,高雄市左營區孟子路253號10樓,0920840020,
K178875813,吳皓政,000000000000,Male,1992/10/03,桃園市中壢區富國街185號22樓,0915822077,
F145110036,景慶貞,000000000000,Female,1932/03/26,彰化縣北斗鎮民族路482號11樓,0952461260,
L155248327,陸奕書,000000000000,Male,2018/05/18,花蓮縣新城鄉康樂路351號23樓,0938164116,
L284620700,黃忠穎,000000000000,Female,1999/12/21,宜蘭縣蘇澳鎮頂強路209號17樓,0933433117,
C265187210,溥世才,000000000000,Female,1957/04/02,宜蘭縣蘇澳鎮中興一巷257號3樓,0929378360,
M171544389,宗政文琪,000000000000,Female,1976/11/02,屏東縣屏東市崇德一路140巷111號3樓,0963655047,
E220218649,陸宜靖,000000000000,Female,1955/11/29,新北市三重區進安街329號15樓,0913727175,
N260806344,辛文豪,000000000000,Male,1950/10/29,高雄市鳳山區中興街84號10樓,0928300718,
F283345768,仲孫玟翰,000000000000,Female,1933/12/01,桃園市中壢區居廣新村220號6樓,0986710323,
C216683449,陳益國,000000000000,Male,1955/06/23,桃園市龜山區萬壽路１段14號19樓,0952672713,
S245631667,崔蕙,000000000000,Female,2009/02/28,臺中市清水區新興路長壽巷385號2樓,0919407424,
H160382076,戴元昌,000000000000,Male,2018/08/03,苗栗縣竹南鎮大厝408號24樓,0936225267,
Q180883829,王庭肇,000000000000,Female,1984/08/19,臺南市柳營區建安街69號19樓,0982312742,
J154102376,孔勛哲,000000000000,Female,2021/02/26,苗栗縣苗栗市華岡475號4樓,0972362603,
A200086763,盧隆,000000000000,Male,1990/11/18,苗栗縣苗栗市長春街260號14樓,0930060825,
B128044100,陽佳鋐,000000000000,Female,1956/07/27,桃園市中壢區五福街408號16樓,0921601443,
Y167858146,瞿聰傑,000000000000,Female,1946/07/20,嘉義縣溪口鄉潭肚寮211號3樓,0971007727,
G152665510,高慧蓉,000000000000,Female,1941/11/16,臺中市豐原區自成街480號6樓,0930824431,
Y225321459,羅森富,000000000000,Male,2021/11/18,桃園市龍潭區九座寮83號23樓,0918025402,
D200236846,施祐盈,000000000000,Female,2002/10/06,臺中市新社區崑南街108號4樓,0912482130,
J277164670,趙俊欣,000000000000,Male,1960/07/13,雲林縣斗六市榴邨十八街14號2樓,0935371344,
K235576537,蒲鈞嬿,000000000000,Female,1934/07/10,新北市新莊區富國路54號13樓,0918741860,
H281238637,馬龍旼,000000000000,Male,2000/09/18,臺北市松山區民生東路３段245號12樓,0936886585,
S258876429,李柏志,000000000000,Female,2019/02/04,新北市淡水區中山北路１段119巷72號15樓,0929275833,
B284815863,盧凱翰,000000000000,Male,1931/01/06,桃園市中壢區精忠六村290號3樓,0924401210,
H201743746,蔣紀聖,000000000000,Male,1978/07/09,新竹市東區園區一路215號16樓,0982614657,
G132607601,梁安鈺,000000000000,Female,1988/01/31,臺中市烏日區溪南路１段69號10樓,0987841572,
B163010802,郭婷萱,000000000000,Female,1993/05/07,新北市林口區自強一街421號,0917580741,
J210103144,富信偉,000000000000,Male,1957/06/15,南投縣鹿谷鄉仁義路419號23樓,0972153513,
F202513357,江祺金,000000000000,Female,1963/09/17,雲林縣北港鎮北糖三街363號3樓,0925048122,
A167215606,艾秋容,000000000000,Male,1947/06/29,高雄市路竹區大社路106巷93號21樓,0956575754,
B163406675,秋青欣,000000000000,Male,1994/07/30,臺中市烏日區健行北一路299號16樓,0920761510,
P116282315,郭蓉瑋,000000000000,Female,2021/06/21,新竹縣芎林鄉富林路３段454號19樓,0961530021,
A254888106,蔡妮俊,000000000000,Female,1953/07/18,桃園市桃園區中埔一街247號19樓,0923145818,
Y204883374,柯建冠,000000000000,Female,2004/08/31,高雄市前鎮區台鋁中巷213號10樓,0928181864,
Z123822588,盧蓉璟,000000000000,Male,1972/07/15,高雄市前鎮區西六街250號15樓,0924066367,
X213160838,董建彥,000000000000,Female,1999/12/21,屏東縣枋寮鄉建興路43號,0955178331,
D267362749,姬毓君,000000000000,Female,1982/11/14,臺北市松山區敦化北路144號9樓,0926316061,
Y212527385,陸信明,000000000000,Male,1942/10/26,屏東縣內埔鄉昭勝路安平四巷155號24樓,0926053332,
A161338539,陳竣銓,000000000000,Male,1949/06/22,新竹縣竹北市水防道路１段383號9樓,0934741138,
L245587186,廖德祥,000000000000,Female,1995/06/14,花蓮縣壽豐鄉轉播台294號4樓,0954268337,
J184223708,詹婉,000000000000,Female,1977/07/30,嘉義縣鹿草鄉鹿草140之1號9樓,0916621445,
L248065552,伊庭容,000000000000,Male,1958/05/13,屏東縣內埔鄉興中一巷333號12樓,0988811880,
V163848269,謝豪耀,000000000000,Male,1958/07/20,金門縣金城鎮民生路432號6樓,0970233583,
Y260837856,趙斌宣,000000000000,Male,1942/05/05,臺南市安定區北園二路401號5樓,0932125166,
L275417580,錢亨榕,000000000000,Female,1969/06/06,新北市新莊區中央路313號12樓,0972501807,
X225072503,毛萱尉,000000000000,Male,1974/10/22,臺南市學甲區中洲397號,0935410277,
K171325445,方哲揚,000000000000,Female,1958/03/17,桃園市蘆竹區南山路２段180號4樓,0934284766,
J188865588,張菊豪,000000000000,Male,2015/02/09,桃園市中壢區月眉路１段103號9樓,0924306114,
V101620569,龔維寬,000000000000,Male,1995/07/10,桃園市桃園區南豐二街128號8樓,0963667243,
F155486145,苗建宏,000000000000,Male,1968/04/15,雲林縣北港鎮仁愛五街149號10樓,0986520884,
C141284201,東雅孟,000000000000,Female,1974/02/15,臺中市石岡區建德街238號3樓,0933624103,
R158486753,馬勢咨,000000000000,Female,2017/07/22,屏東縣里港鄉中山路401號6樓,0938141616,
D143312610,龔剛璐,000000000000,Male,1938/02/25,臺南市中西區健康路１段353號17樓,0963226768,
H140336265,蕭妮瑋,000000000000,Male,1945/07/29,臺中市東區自由二街77號21樓,0928238323,
Z168106447,郭榮雅,000000000000,Male,1980/05/29,屏東縣屏東市安心十二橫巷173號4樓,0961571081,
N175057253,錢伯,000000000000,Female,1965/09/08,臺中市西屯區臺灣大道３段8號10樓,0926687507,
Q217467511,蘇妤鴻,000000000000,Female,1938/08/20,嘉義縣民雄鄉民溪路274號8樓,0970232868,
T162338888,宋國慧,000000000000,Male,1992/10/27,高雄市大寮區大寮里光華路492號21樓,0982261637,
B101066719,沈宇承,000000000000,Female,1952/07/04,桃園市龍潭區神龍路413號17樓,0958273700,
R273783657,曾又品,000000000000,Female,1940/08/12,臺中市清水區臨港路６段355巷197號20樓,0922628488,
V104125230,陳欽士,000000000000,Male,1992/08/02,臺東縣池上鄉振興181號23樓,0923435573,
S201746521,孫蒂如,000000000000,Female,1988/05/25,屏東縣內埔鄉仁和路6號12樓,0933315387,
Q236067862,馬仁吉,000000000000,Female,2018/12/10,高雄市鳥松區美山路19巷179號7樓,0926243502,
X284162088,桂太仁,000000000000,Female,1946/09/12,新竹市北區竹光路346號22樓,0917476324,
P237218102,朱銘蓉,000000000000,Male,1944/11/24,桃園市八德區豐德路1號23樓,0929153277,
P148267851,毛姿蓁,000000000000,Female,1968/03/28,新北市永和區民樂街14號9樓,0987707525,
N247664875,巴美品,000000000000,Male,1997/12/17,臺北市南港區永吉路174號21樓,0972861128,
P204768286,蔡民君,000000000000,Male,1955/05/30,新竹縣寶山鄉雙林路218號,0921435303,
I265056630,韓廷強,000000000000,Female,1974/02/04,南投縣竹山鎮大仁路203號21樓,0971124723,
M103863537,駱娟方,000000000000,Female,1963/04/10,高雄市田寮區崇德路崇西巷499號22樓,0961305074,
S218282701,金士瑜,000000000000,Male,1964/01/24,臺中市北屯區環中路１段361號15樓,0935236313,
V287461033,紀弘寶,000000000000,Male,1933/03/31,彰化縣彰化市中興路217號6樓,0915668568,
S178514455,魏璋頌,000000000000,Female,2005/08/27,新竹縣關西鎮拱子溝333號22樓,0938647560,
U211125723,魏仕懷,000000000000,Female,1985/11/22,新北市三峽區學府路335號20樓,0917774155,
S287506169,溫景,000000000000,Female,1966/01/08,桃園市中壢區環西路209號3樓,0920618701,
R276667105,毛宜益,000000000000,Male,1950/04/21,臺南市安平區育平路39號,0933783568,
B147770830,懷佳,000000000000,Male,2003/10/05,屏東縣內埔鄉嘉應路北二巷60號16樓,0960632755,
P262220478,龐雅知,000000000000,Female,1976/12/28,桃園市觀音區中平路242號12樓,0917351101,
I206652718,冷培忠,000000000000,Female,1969/11/19,高雄市彌陀區舊港橫路魚塭214號3樓,0982483534,
D146380843,沈薇彥,000000000000,Male,1979/02/07,南投縣草屯鎮虎山路78號20樓,0912761608,
L217882603,唐國閔,000000000000,Female,2009/03/09,臺中市清水區中清路８段25號12樓,0963225572,
X213247269,梁于燕,000000000000,Female,1994/04/02,新北市新莊區中正路384號12樓,0936720217,
K154760020,夏吟依,000000000000,Male,1956/05/27,臺中市烏日區中山路３段青仔巷112號3樓,0917506474,
T116300045,許萱綸,000000000000,Male,1998/12/09,桃園市蘆竹區南平街89號17樓,0960836520,
D285616277,梁廷暄,000000000000,Female,2017/02/14,臺中市東區進化路234之3號8樓,0937472287,
T220173709,邰明宇,000000000000,Female,2021/01/23,高雄市小港區崇文路239號22樓,0915550037,
X238752510,梁秉惠,000000000000,Female,2016/05/23,彰化縣彰化市中興路111號4樓,0986335557,
T168603080,郭婷,000000000000,Male,1955/06/02,臺南市東區崇德路40號11樓,0916148563,
J161043524,富宇廷,000000000000,Male,1971/12/22,嘉義縣朴子市公園一街406號4樓,0956301836,
A221705870,郭璇毓,000000000000,Male,2021/10/22,屏東縣屏東市鐵路巷274號5樓,0911008861,
C165148702,燕雋又,000000000000,Female,2021/05/04,新北市板橋區新興路161號23樓,0938378150,
D204642420,黎瓊菁,000000000000,Male,1963/07/27,苗栗縣卓蘭鎮民生路148號5樓,0927324338,
R705213540,章令戎,000000000000,Male,1930/11/12,臺中市西屯區大石二巷36號,0982580602,
P154624700,弘偉偉,000000000000,Male,1971/07/14,屏東縣三地門鄉馬兒巷487號15樓,0933418061,
E166458334,施柏明,000000000000,Male,2008/01/02,新竹縣湖口鄉下北勢275號3樓,0924073834,
U120714478,顏鳳映,000000000000,Female,2012/11/07,高雄市楠梓區右昌街100巷175號13樓,0917368727,
F126884584,謝筑蓮,000000000000,Female,2014/12/30,南投縣草屯鎮建國街452號11樓,0911511812,
Z136221139,秦嘉竹,000000000000,Male,1956/04/28,桃園市桃園區信義街443號5樓,0954142571,
Q115627464,張兆文,000000000000,Male,1959/11/29,屏東縣麟洛鄉中正路裕振巷61號10樓,0956511482,
U146682211,陸千淳,000000000000,Male,1993/02/21,桃園市中壢區長興街76號5樓,0937833358,
I267652578,能修韋,000000000000,Female,2021/01/10,新北市板橋區民安街196號13樓,0913527034,
I228238427,邵宇,000000000000,Male,1995/03/30,桃園市龍潭區民治一街168號23樓,0926854826,
H164648379,浦仁陵,000000000000,Male,2002/11/28,宜蘭縣蘇澳鎮砲台山140號9樓,0952277852,
S118731029,江勛茵,000000000000,Male,1935/01/11,花蓮縣新城鄉民有五街43號2樓,0936144800,
R231151011,張欽緯,000000000000,Female,1970/03/11,嘉義縣梅山鄉外湖278號11樓,0924667046,
G138830220,魯香捷,000000000000,Female,1964/01/23,宜蘭縣宜蘭市宜興路１段136號12樓,0938167583,
T182600429,邢妏諒,000000000000,Male,1980/09/03,彰化縣田中鎮東閔路２段381號12樓,0929325422,
U168148549,龔竣玉,000000000000,Male,1985/12/27,臺南市永康區永明街76號17樓,0968378240,
J186650758,葉偉琇,000000000000,Male,1949/01/04,花蓮縣玉里鎮五權街4號24樓,0955115066,
B218818609,焦輝杰,000000000000,Female,1939/04/29,臺北市大安區信義路４段199巷197號15樓,0935707820,
Q216632676,曹惠誼,000000000000,Male,1978/12/12,雲林縣斗六市榴南路439號23樓,0928063646,
S250655642,鄭綺奇,000000000000,Male,2019/07/08,宜蘭縣頭城鎮蘭博一路148號3樓,0938085268,
X220777281,蘇軒文,000000000000,Female,1990/12/03,桃園市八德區水井仔22號9樓,0927127132,
B275217822,董謀婷,000000000000,Male,1978/06/02,臺南市東山區南勢庄16號6樓,0911181546,
R276727642,淩斯民,000000000000,Male,1995/12/29,高雄市鳥松區球場路文中二巷176號24樓,0910055520,
S153138557,陽俞陽,000000000000,Male,1993/06/16,臺北市南港區經園街358號18樓,0955516047,
W185160631,鍾蓉宏,000000000000,Female,2009/09/08,南投縣竹山鎮自強路30號16樓,0914172526,
E168236621,蕭佩家,000000000000,Female,1970/11/27,臺南市新市區大順一路35號18樓,0914612384,
T284670001,梁竣惠,000000000000,Female,2007/08/06,新北市新店區安樂街236號4樓,0931013670,
M118671872,鍾如超,000000000000,Female,1934/10/02,臺北市信義區松信路393號7樓,0987583583,
K221572030,戚吟民,000000000000,Female,1942/05/25,臺中市南屯區文心一路352號3樓,0924227427,
M152182458,郝珮靜,000000000000,Female,2021/06/06,臺北市信義區福德街221巷245號12樓,0970657646,
N273063871,阮儒旻,000000000000,Female,2009/10/19,屏東縣高樹鄉青山路431號11樓,0933124586,
S121121671,饒穎思,000000000000,Male,1947/01/17,臺北市中山區龍江路257號2樓,0919073727,
Q242348323,許鳴陞,000000000000,Male,1985/11/13,臺中市西屯區龍門路197號15樓,0931315532,
F148535231,王印雅,000000000000,Female,1939/12/31,高雄市前鎮區東十街159號8樓,0919176110,
P204677664,戴銘,000000000000,Male,1930/02/18,臺北市內湖區民權東路６段15號6樓,0953753832,
T243827219,居秋惠,000000000000,Male,2009/06/29,高雄市仁武區新生巷404號6樓,0910440342,
M220871160,嚴勝雲,000000000000,Female,1930/12/19,桃園市龜山區紅寶五街292號13樓,0922087826,
V175048377,鍾耀宜,000000000000,Female,1965/11/14,臺中市沙鹿區中清路西勢七巷151號10樓,0932872588,
S244514523,熊姵仁,000000000000,Female,1974/11/09,桃園市蘆竹區海山西路450號24樓,0927537535,
T178104101,聶靜婷,000000000000,Male,1933/11/22,新竹縣竹東鎮幸福三路256號20樓,0920626562,
U266144732,蘇和翊,000000000000,Female,1982/12/31,高雄市楠梓區壽豐路249號18樓,0956555277,
H271521438,梁婷一,000000000000,Male,1949/02/19,臺中市西屯區都會園路1042巷427號9樓,0928485355,
N283887445,李杰威,000000000000,Male,2021/10/06,新竹市東區竹村二路159號23樓,0935306515,
A127103547,廣圓上,000000000000,Female,1963/04/10,屏東縣屏東市萬全街217號6樓,0931546217,
R112824079,蕭建臨,000000000000,Female,1964/12/26,臺南市白河區西安街347號8樓,0963623821,
C241321863,田美孟,000000000000,Male,2014/08/31,嘉義市西區泰瑞一街292號4樓,0939705057,
J211111800,王幸文,000000000000,Male,1931/10/17,臺南市中西區忠孝街369號13樓,0953133484,
U176046054,徐諺佳,000000000000,Female,1937/06/15,高雄市燕巢區拖砧巷16號20樓,0928356516,
X156284826,祖良源,000000000000,Male,2020/02/21,臺東縣大武鄉金虎路343號4樓,0910307308,
M137838057,盛志泓,000000000000,Male,2015/07/16,雲林縣北港鎮文星路87號20樓,0919345253,
F130550019,紀嘉心,000000000000,Male,1963/01/28,臺南市東區長東街258號14樓,0921812725,
L173632756,郭漢芳,000000000000,Male,1997/05/04,彰化縣芬園鄉南妙街197號19樓,0968447136,
X112508252,侯亦涵,000000000000,Female,2007/03/29,桃園市中壢區健行新村二棟279號24樓,0971611710,
H146461436,屠月瑛,000000000000,Male,1954/06/10,臺北市南港區東新街371號7樓,0920816126,
H266061603,楊聖軒,000000000000,Male,1953/05/10,臺中市后里區大山路317號11樓,0925246217,
R107347832,池瑋爾,000000000000,Male,1936/03/03,屏東縣屏東市興安街392號19樓,0934603658,
I282514739,上官霞牧,000000000000,Female,2007/08/26,嘉義市西區新民路186巷17號22樓,0922054473,
E238470242,鍾佳迪,000000000000,Female,1938/08/30,桃園市桃園區民有七街379號13樓,0917305855,
L210278183,陸政,000000000000,Male,1930/07/05,桃園市龍潭區工七路43號22樓,0914206704,
P208004667,從蓓純,000000000000,Male,1949/10/25,花蓮縣吉安鄉華城五街33號15樓,0929281353,
C146774371,司芬學,000000000000,Male,1978/12/14,新北市新店區花園六路332號4樓,0920286686,
J216338034,茹豪彥,000000000000,Female,1984/05/11,彰化縣和美鎮鹿和路６段259號6樓,0935082323,
S278708584,李芸傳,000000000000,Female,1995/05/29,苗栗縣大湖鄉鍋仔崠142號20樓,0918656202,
E165672830,程堅鈴,000000000000,Female,2017/09/14,臺南市玉井區新興街118號6樓,0923215105,
T254743242,尤杰文,000000000000,Male,1985/04/13,宜蘭縣冬山鄉冬山路435號23樓,0954872444,
L230075437,景逸國,000000000000,Male,2016/04/07,新北市石碇區月扇湖298號8樓,0936506127,
J221035308,孫萱慶,000000000000,Female,1960/11/27,臺東縣成功鎮三民路343號19樓,0934763204,
W187313112,麻憲筌,000000000000,Female,2012/02/10,桃園市中壢區龍川五街73號23樓,0982055378,
Y265640540,車昭瑩,000000000000,Female,1936/12/13,屏東縣屏東市崇陽街340號19樓,0932867403,
M251216073,陽揚耀,000000000000,Female,2006/11/06,桃園市大溪區仁和西街117號24樓,0954500668,
T200486072,郭鈺廷,000000000000,Female,2006/07/15,高雄市楠梓區惠心街225號10樓,0961782545,
C253581539,古慧惠,000000000000,Male,2020/05/14,臺北市信義區信義路５段150巷190號6樓,0956865725,
T277028720,陸珺倚,000000000000,Female,1999/03/28,高雄市楠梓區經一路193號2樓,0911667385,
U188006239,邱文南,000000000000,Male,1966/03/28,高雄市左營區文自路119號18樓,0936852350,
J252885516,馬君明,000000000000,Male,1985/03/26,新北市板橋區萬板路444號6樓,0924712620,
J134874513,孔均,000000000000,Male,1935/01/26,臺中市南區復興園路232號24樓,0960774425,
V115286422,張紫年,000000000000,Female,1976/11/29,臺中市烏日區溪南路１段580巷482號15樓,0938521774,
U250688107,養家,000000000000,Male,2020/04/09,花蓮縣吉安鄉廣賢路１段162號5樓,0968451518,
I205450201,詹智芬,000000000000,Female,1986/09/20,新北市萬里區玉田477號6樓,0971228480,
X222677515,楊嫣業,000000000000,Male,1983/08/20,彰化縣埤頭鄉大同街452號3樓,0963150022,
Q121274782,謝緯紹,000000000000,Male,1981/09/07,屏東縣內埔鄉通賢巷248號6樓,0958430687,
U248244131,詹郁傑,000000000000,Female,1962/03/17,高雄市仁武區新吉街193號8樓,0919735421,
T162211462,包華伸,000000000000,Female,1966/07/31,高雄市鳳山區福德街175號24樓,0927665568,
M114332310,景茹于,000000000000,Female,2016/04/01,南投縣埔里鎮同春一街70號20樓,0939408411,
Q208038244,陳明鐴,000000000000,Female,1995/04/19,臺北市萬華區西園路２段60號5樓,0926767072,
L183647063,管大鈺,000000000000,Female,2007/09/20,花蓮縣花蓮市中美三街193號7樓,0910017328,
R253213341,郎聰昆,000000000000,Female,1973/01/11,高雄市大寮區崇仁街486號7樓,0930733680,
H167245469,趙莉樺,000000000000,Female,1993/09/13,新竹縣寶山鄉五仙路283號14樓,0936015844,
X245318859,景輝琪,000000000000,Female,1966/06/13,臺南市官田區瓦磘332號3樓,0917270721,
Y213488547,曹君怡,000000000000,Male,1988/03/24,新竹縣竹東鎮軟橋99號23樓,0920468670,
U118547789,戴靜威,000000000000,Female,1951/01/18,桃園市復興區高坡422號2樓,0935642253,
Y168843318,顏姍衍,000000000000,Female,1956/03/09,桃園市大溪區西尾184號23樓,0920152617,
A250468144,仇劭雅,000000000000,Male,2006/11/25,臺中市南屯區工業區二十五路234號14樓,0970333176,
H142133262,燕翠良,000000000000,Female,1942/04/02,高雄市楠梓區高楠公路390號,0952714186,
I283412145,慎士竹,000000000000,Female,1975/08/26,新北市新店區梅花一路448號24樓,0913733378,
G158615818,蒲靜娥,000000000000,Female,1952/01/13,臺中市西屯區朝富一街448號18樓,0986364661,
P117453569,柳思穎,000000000000,Female,1973/12/20,高雄市左營區龜山巷242號15樓,0988670485,
L186557280,馬裕豐,000000000000,Female,1948/02/06,臺中市西區大墩七街340號5樓,0922602854,
R211800451,魯明英,000000000000,Female,1949/04/18,彰化縣溪州鄉西斗路400號23樓,0953605836,
S215325405,燕勝溢,000000000000,Male,1991/02/21,臺南市鹽水區八德路495號6樓,0971688086,
B225648564,陽雅崧,000000000000,Male,2016/02/18,臺中市東區精武路31號16樓,0933408766,
Q207466360,強雯杰,000000000000,Female,1945/09/08,高雄市旗山區前口巷348號12樓,0911186667,
L180762652,懷佩達,000000000000,Male,1969/07/21,屏東縣牡丹鄉高士佛492號,0926001018,
Y226086771,康鈺怡,000000000000,Female,1982/09/23,屏東縣霧臺鄉光明巷472號15樓,0932213004,
Y180473212,朱如書,000000000000,Female,1960/10/10,臺南市中西區康樂街6號22樓,0927576754,
F215626649,張元廷,000000000000,Female,2011/07/27,新北市淡水區鄧公路35巷421號13樓,0953851010,
V237028800,馬宜家,000000000000,Female,2003/01/14,臺東縣臺東市光明路182號4樓,0968342201,
B141716485,饒智建,000000000000,Female,1980/04/20,新竹縣寶山鄉三峰三路471號12樓,0936717843,
G278710781,施潔真,000000000000,Male,1981/11/16,彰化縣福興鄉沿海路５段337號17樓,0933214826,
I282656634,詹英奕,000000000000,Male,2014/06/05,雲林縣水林鄉後埔101號11樓,0960673647,
T250006631,酈秀鈞,000000000000,Female,1972/04/20,高雄市小港區福利路大厝巷448號3樓,0911102240,
N218148353,焦康龍,000000000000,Female,1950/01/07,彰化縣田中鎮斗中路１段159號4樓,0937677872,
I250700247,蔡雯承,000000000000,Male,1968/05/27,花蓮縣吉安鄉民治路475號13樓,0930580100,
B230362553,高節,000000000000,Female,1961/11/25,新竹縣橫山鄉新興街463號6樓,0986275834,
C100025117,陳辰雲,000000000000,Male,1979/04/19,新竹市東區龍山西路482號21樓,0914831554,
X287137372,丁宏雯,000000000000,Female,1981/11/28,臺南市東區育樂街348號17樓,0927446745,
C111748121,桑霏菁,000000000000,Male,1956/09/28,雲林縣虎尾鎮博愛路130號15樓,0925203875,
V288418027,閔芸漢,000000000000,Male,1942/07/26,花蓮縣吉安鄉吉祥八街454號24樓,0937834562,
Y103560889,謝明思,000000000000,Male,1959/04/24,彰化縣永靖鄉張厝巷330號15樓,0928631206,
D238046763,喬贊千,000000000000,Female,2017/04/02,臺南市東區裕信二街107號24樓,0930710564,
T100874472,曾思筱,000000000000,Male,2008/03/01,新竹縣湖口鄉南勢394號21樓,0963878320,
R147652849,林慈欣,000000000000,Male,2013/09/14,高雄市新興區民主路283號22樓,0936561183,
V283746026,楊瑋文,000000000000,Male,1943/01/06,新北市新莊區中港路181號,0925657570,
X101602347,謝洧諭,000000000000,Male,1995/11/20,新北市新店區禾豐五路284號9樓,0914723413,
L106001743,趙玲薇,000000000000,Male,1990/06/21,高雄市前鎮區臨水南路182號12樓,0968134370,
Y104384150,張沂瑜,000000000000,Female,1931/11/08,新竹市東區林森路210巷397號24樓,0931278863,
F143482726,嚴唐玉,000000000000,Female,1993/05/25,彰化縣和美鎮仁安路371號21樓,0953613137,
W232457563,蔡同婷,000000000000,Male,1968/01/13,高雄市前鎮區天山路78號17樓,0939842833,
A168621233,汪筱州,000000000000,Male,1935/12/06,臺南市北門區北門419號11樓,0925682702,
S117037200,聞人慧佳,000000000000,Female,1981/09/08,桃園市大園區青昇路１段87號3樓,0988643560,
S226270117,倪暐秀,000000000000,Male,1991/09/25,宜蘭縣員山鄉永同路１段188號16樓,0932572488,
B261637736,趙賢育,000000000000,Male,1989/03/06,雲林縣莿桐鄉新興路135號8樓,0923068874,
F242131259,紀賢宇,000000000000,Female,1987/11/20,新竹縣新豐鄉忠三街323號18樓,0937022434,
H200080571,黎美瑞,000000000000,Male,1957/01/10,雲林縣北港鎮大同路434號13樓,0986600221,
V247065002,聶燕安,000000000000,Female,2004/02/07,高雄市林園區溪州二路384號4樓,0910371557,
I281850405,吳揚佳,000000000000,Female,1954/03/11,新北市三重區碧華街233號4樓,0988682682,
L133042607,關棠卉,000000000000,Female,1938/01/19,南投縣南投市永興路110號16樓,0960338351,
D247033256,高珈文,000000000000,Male,1955/03/27,新北市坪林區北宜路９段200號7樓,0925886032,
G256573775,衛綺維,000000000000,Male,1971/11/04,高雄市湖內區保生路480號12樓,0988503310,
S244613334,張為承,000000000000,Female,1978/03/05,桃園市龜山區文昌五街201號16樓,0987037255,
R153050351,龐霈燕,000000000000,Male,2002/02/09,臺東縣鹿野鄉鹿寮路104號18樓,0915405324,
F224010784,倪佩資,000000000000,Female,1974/08/12,屏東縣東港鎮船頭路128號11樓,0920478005,
W134866648,歐陽淯昌,000000000000,Female,1995/06/26,臺中市南區興大路292號21樓,0928230484,
C175778267,施汶銘,000000000000,Female,1996/09/12,宜蘭縣冬山鄉進福路115號10樓,0926785401,
J171305657,紀樹佳,000000000000,Female,1970/03/28,桃園市平鎮區東勢里東勢451號3樓,0920680144,
Y265022417,孫建博,000000000000,Male,1947/10/17,臺中市西區精誠九街94號,0929454530,
J267448721,葉淑子,000000000000,Male,1940/07/21,苗栗縣銅鑼鄉瑞興街149號15樓,0963701482,
B232228821,柏正素,000000000000,Male,1987/05/01,苗栗縣通霄鎮北勢窩路162號6樓,0922436343,
T232304447,湯雄梅,000000000000,Male,2005/03/19,臺南市新營區新北八街141號13樓,0953653064,
C162607286,紀其登,000000000000,Male,1937/02/22,桃園市龍潭區中豐路高平段352號9樓,0938486601,
E228712528,羅佑冠,000000000000,Male,1983/03/23,雲林縣土庫鎮中華路450號24樓,0930327346,
V180021780,林雅姿,000000000000,Female,2019/07/15,彰化縣埔鹽鄉光明路２段422號24樓,0960281803,
X230254544,盧羚柏,000000000000,Female,1942/08/21,屏東縣林邊鄉陸興路269之3號24樓,0930201378,
C255427403,莘媛傑,000000000000,Male,1961/09/16,花蓮縣玉里鎮民國路１段225號15樓,0910084470,
Z125510607,吳欽佩,000000000000,Female,1990/07/04,花蓮縣秀林鄉和工五路235號20樓,0924714815,
L170580817,珠廷蓁,000000000000,Male,1973/08/24,高雄市彌陀區公園路496號4樓,0934061304,
E110515237,束聖泰,000000000000,Female,2001/08/07,高雄市旗山區大坑巷242號20樓,0972623704,
Z234333512,孫亦培,000000000000,Male,1982/05/30,宜蘭縣五結鄉國民路311號5樓,0923503640,
Z210482812,徐正緯,000000000000,Female,1937/04/11,雲林縣口湖鄉復興路148號21樓,0986571518,
Y123175886,伊亞穎,000000000000,Male,1982/10/08,屏東縣屏東市公園東路221號9樓,0939225640,
L174612230,杜婷仰,000000000000,Female,2008/12/02,臺中市北屯區仁友巷84號15樓,0953736386,
T285067713,康雯志,000000000000,Female,1964/05/23,屏東縣竹田鄉和平路321號4樓,0968053443,
X264747147,洪如子,000000000000,Female,1930/01/07,高雄市苓雅區尚義街69號12樓,0986852362,
Y164770056,康帆昱,000000000000,Male,2010/05/28,新北市泰山區明志路３段483號23樓,0987810828,
U260038066,艾怡彥,000000000000,Female,1968/02/28,宜蘭縣三星鄉星洲路２段444號7樓,0971527105,
A132785042,閔弘帆,000000000000,Male,1984/06/06,臺中市清水區忠誠路167號,0956163021,
W171463316,瞿君珊,000000000000,Male,1965/04/03,南投縣埔里鎮安十街425號11樓,0912715166,
Z185335362,孟天欣,000000000000,Male,2015/11/04,南投縣南投市光榮北路四街383號11樓,0971366022,
F142260726,陸慈琳,000000000000,Male,1958/01/13,臺北市大安區四維路414號20樓,0910136560,
U211226270,詹修娟,000000000000,Male,1991/10/16,彰化縣彰化市中央路393號12樓,0960344024,
J270308469,鄔証英,000000000000,Male,2000/05/09,臺北市北投區珠海路445號2樓,0920372512,
A118474757,陸仲豪,000000000000,Male,2020/07/08,新北市永和區仁愛路175號11樓,0953246745,
